indicator_id,indicator_name,indicator_type,datetime,value,geo_id,geo_name,geo_agg
12,Generación Eólica,generation,2025-10-29 18:00:00+01:00,5752.8,8741,Península,
1001,Precio PVPC 2.0TD,price,2025-10-29 18:00:00+01:00,200.27,8745,Melilla,
1,Generación Hidráulica UGH,generation,2025-10-29 18:00:00+01:00,4358.4,8741,Península,
1001,Precio PVPC 2.0TD,price,2025-10-29 18:00:00+01:00,200.27,8744,Ceuta,
1001,Precio PVPC 2.0TD,price,2025-10-29 18:00:00+01:00,266.03,8743,Baleares,
12,Generación Eólica,generation,2025-10-29 19:00:00+01:00,5350.0,8741,Península,
1001,Precio PVPC 2.0TD,price,2025-10-29 19:00:00+01:00,282.85,8741,Península,
9,Generación Ciclo Combinado,generation,2025-10-29 19:00:00+01:00,9627.4,8741,Península,
1,Generación Hidráulica UGH,generation,2025-10-29 19:00:00+01:00,5167.0,8741,Península,
1001,Precio PVPC 2.0TD,price,2025-10-29 19:00:00+01:00,282.85,8742,Canarias,
1001,Precio PVPC 2.0TD,price,2025-10-29 19:00:00+01:00,282.85,8743,Baleares,
1001,Precio PVPC 2.0TD,price,2025-10-29 19:00:00+01:00,282.85,8744,Ceuta,
4,Generación Nuclear,generation,2025-10-29 19:00:00+01:00,4986.6,8741,Península,
1001,Precio PVPC 2.0TD,price,2025-10-29 19:00:00+01:00,282.85,8745,Melilla,
9,Generación Ciclo Combinado,generation,2025-10-29 20:00:00+01:00,10073.3,8741,Península,
1001,Precio PVPC 2.0TD,price,2025-10-29 20:00:00+01:00,290.83,8741,Península,
1001,Precio PVPC 2.0TD,price,2025-10-29 20:00:00+01:00,290.83,8743,Baleares,
1001,Precio PVPC 2.0TD,price,2025-10-29 20:00:00+01:00,290.83,8744,Ceuta,
1001,Precio PVPC 2.0TD,price,2025-10-29 20:00:00+01:00,290.83,8745,Melilla,
4,Generación Nuclear,generation,2025-10-29 20:00:00+01:00,4989.4,8741,Península,
12,Generación Eólica,generation,2025-10-29 20:00:00+01:00,5034.4,8741,Península,
1,Generación Hidráulica UGH,generation,2025-10-29 20:00:00+01:00,5610.8,8741,Península,
1001,Precio PVPC 2.0TD,price,2025-10-29 20:00:00+01:00,290.83,8742,Canarias,
1001,Precio PVPC 2.0TD,price,2025-10-29 21:00:00+01:00,277.89,8741,Península,
1001,Precio PVPC 2.0TD,price,2025-10-29 21:00:00+01:00,277.89,8742,Canarias,
1001,Precio PVPC 2.0TD,price,2025-10-29 21:00:00+01:00,277.89,8743,Baleares,
1001,Precio PVPC 2.0TD,price,2025-10-29 21:00:00+01:00,277.89,8744,Ceuta,
9,Generación Ciclo Combinado,generation,2025-10-29 21:00:00+01:00,10091.5,8741,Península,
4,Generación Nuclear,generation,2025-10-29 21:00:00+01:00,4991.6,8741,Península,
12,Generación Eólica,generation,2025-10-29 21:00:00+01:00,4705.1,8741,Península,
1,Generación Hidráulica UGH,generation,2025-10-29 21:00:00+01:00,5140.0,8741,Península,
1001,Precio PVPC 2.0TD,price,2025-10-29 21:00:00+01:00,277.89,8745,Melilla,
1,Generación Hidráulica UGH,generation,2025-10-29 22:00:00+01:00,4407.9,8741,Península,
9,Generación Ciclo Combinado,generation,2025-10-29 22:00:00+01:00,10075.2,8741,Península,
12,Generación Eólica,generation,2025-10-29 22:00:00+01:00,4342.9,8741,Península,
1001,Precio PVPC 2.0TD,price,2025-10-29 22:00:00+01:00,255.1,8744,Ceuta,
1001,Precio PVPC 2.0TD,price,2025-10-29 22:00:00+01:00,189.23,8743,Baleares,
4,Generación Nuclear,generation,2025-10-29 22:00:00+01:00,4993.6,8741,Península,
1001,Precio PVPC 2.0TD,price,2025-10-29 22:00:00+01:00,255.1,8745,Melilla,
1001,Precio PVPC 2.0TD,price,2025-10-29 22:00:00+01:00,189.23,8742,Canarias,
1001,Precio PVPC 2.0TD,price,2025-10-29 22:00:00+01:00,189.23,8741,Península,
9,Generación Ciclo Combinado,generation,2025-10-29 23:00:00+01:00,9078.1,8741,Península,
1001,Precio PVPC 2.0TD,price,2025-10-29 23:00:00+01:00,171.57,8741,Península,
1001,Precio PVPC 2.0TD,price,2025-10-29 23:00:00+01:00,171.57,8742,Canarias,
1001,Precio PVPC 2.0TD,price,2025-10-29 23:00:00+01:00,171.57,8743,Baleares,
1001,Precio PVPC 2.0TD,price,2025-10-29 23:00:00+01:00,171.57,8744,Ceuta,
1001,Precio PVPC 2.0TD,price,2025-10-29 23:00:00+01:00,171.57,8745,Melilla,
1,Generación Hidráulica UGH,generation,2025-10-29 23:00:00+01:00,4027.0,8741,Península,
4,Generación Nuclear,generation,2025-10-29 23:00:00+01:00,4994.6,8741,Península,
12,Generación Eólica,generation,2025-10-29 23:00:00+01:00,4032.7,8741,Península,
