indicator_id,name,unit,datetime,value,geo_id,geo_name,geo_agg
9,Generación programada PBF Ciclo combinado,,2025-10-29 00:00:00+01:00,1560.4,8741,Península,
9,Generación programada PBF Ciclo combinado,,2025-10-29 01:00:00+01:00,1430.0,8741,Península,
9,Generación programada PBF Ciclo combinado,,2025-10-29 02:00:00+01:00,1431.2,8741,Península,
9,Generación programada PBF Ciclo combinado,,2025-10-29 03:00:00+01:00,1432.4,8741,Península,
9,Generación programada PBF Ciclo combinado,,2025-10-29 04:00:00+01:00,1458.0,8741,Península,
9,Generación programada PBF Ciclo combinado,,2025-10-29 05:00:00+01:00,1531.0,8741,Península,
9,Generación programada PBF Ciclo combinado,,2025-10-29 06:00:00+01:00,2278.6,8741,Península,
9,Generación programada PBF Ciclo combinado,,2025-10-29 07:00:00+01:00,2854.3,8741,Península,
9,Generación programada PBF Ciclo combinado,,2025-10-29 08:00:00+01:00,3178.0,8741,Península,
9,Generación programada PBF Ciclo combinado,,2025-10-29 09:00:00+01:00,2508.4,8741,Península,
9,Generación programada PBF Ciclo combinado,,2025-10-29 10:00:00+01:00,2290.6,8741,Península,
9,Generación programada PBF Ciclo combinado,,2025-10-29 11:00:00+01:00,2136.8,8741,Península,
9,Generación programada PBF Ciclo combinado,,2025-10-29 12:00:00+01:00,2129.5,8741,Península,
9,Generación programada PBF Ciclo combinado,,2025-10-29 13:00:00+01:00,2202.2,8741,Península,
9,Generación programada PBF Ciclo combinado,,2025-10-29 14:00:00+01:00,2442.2,8741,Península,
9,Generación programada PBF Ciclo combinado,,2025-10-29 15:00:00+01:00,2562.5,8741,Península,
9,Generación programada PBF Ciclo combinado,,2025-10-29 16:00:00+01:00,3572.9,8741,Península,
9,Generación programada PBF Ciclo combinado,,2025-10-29 17:00:00+01:00,6492.7,8741,Península,
9,Generación programada PBF Ciclo combinado,,2025-10-29 18:00:00+01:00,9600.0,8741,Península,
9,Generación programada PBF Ciclo combinado,,2025-10-29 19:00:00+01:00,9627.4,8741,Península,
9,Generación programada PBF Ciclo combinado,,2025-10-29 20:00:00+01:00,10073.3,8741,Península,
9,Generación programada PBF Ciclo combinado,,2025-10-29 21:00:00+01:00,10091.5,8741,Península,
9,Generación programada PBF Ciclo combinado,,2025-10-29 22:00:00+01:00,10075.2,8741,Península,
9,Generación programada PBF Ciclo combinado,,2025-10-29 23:00:00+01:00,9078.1,8741,Península,
